user_pseudo_id,total_visits,total_sessions,first_visit,last_visit,days_between_first_last
767193934.1762293686,3,4,2025-11-04,2025-11-06,2
1498628738.1762233430,3,4,2025-11-03,2025-11-05,2
1385260844.1758691512,3,4,2025-11-03,2025-11-05,2
139600194.1762125620,3,4,2025-11-02,2025-11-05,3
40478883.1756756913,3,4,2025-11-02,2025-11-05,3
1449342821.1758672854,3,4,2025-11-04,2025-11-06,2
1201264903.1727791157,3,4,2025-11-02,2025-11-05,3
1382851877.1762119388,3,4,2025-11-02,2025-11-06,4
386559709.1762105999,3,4,2025-11-02,2025-11-06,4
64010078.1762227921,3,4,2025-11-03,2025-11-06,3
1577053242.1762194024,3,4,2025-11-03,2025-11-06,3
758719543.1762112125,3,4,2025-11-02,2025-11-06,4
1144392634.1762102468,3,4,2025-11-02,2025-11-04,2
384093491.1762111825,3,4,2025-11-02,2025-11-04,2
1923109437.1762093570,3,4,2025-11-02,2025-11-04,2
1394906020.1760220851,3,4,2025-11-02,2025-11-04,2
366407565.1762122474,3,4,2025-11-02,2025-11-04,2
38138748.1762087172,3,3,2025-11-02,2025-11-06,4
1777168441.1762173590,3,3,2025-11-03,2025-11-06,3
857167754.1755972184,3,3,2025-11-02,2025-11-06,4
682841220.1762223098,3,3,2025-11-03,2025-11-06,3
1858865183.1762114771,3,3,2025-11-02,2025-11-06,4
892491695.1762234759,3,3,2025-11-03,2025-11-06,3
871619497.1762271766,3,3,2025-11-04,2025-11-06,2
1868273259.1762289581,3,3,2025-11-04,2025-11-06,2
448475146.1750910968,3,3,2025-11-04,2025-11-06,2
1816807792.1762122746,3,3,2025-11-02,2025-11-05,3
974631744.1761736133,3,3,2025-11-02,2025-11-05,3
1782769848.1739758619,3,3,2025-11-02,2025-11-05,3
1860975247.1762232583,3,3,2025-11-03,2025-11-05,2
1312960872.1761617645,3,3,2025-11-02,2025-11-05,3
449569470.1760542112,3,3,2025-11-03,2025-11-06,3
986703083.1762231027,3,3,2025-11-03,2025-11-05,2
1824689577.1762120613,3,3,2025-11-02,2025-11-05,3
405597851.1762149714,3,3,2025-11-02,2025-11-05,3
757950038.1762221810,3,3,2025-11-03,2025-11-05,2
158524301.1762233783,3,3,2025-11-03,2025-11-05,2
1041506372.1762163570,3,3,2025-11-03,2025-11-05,2
411903067.1762138285,3,3,2025-11-02,2025-11-06,4
348976075.1756556982,3,3,2025-11-02,2025-11-06,4
2106527410.1762117038,3,3,2025-11-02,2025-11-06,4
522101572.1758306712,3,3,2025-11-03,2025-11-06,3
1157812494.1762080918,3,3,2025-11-02,2025-11-06,4
1612404867.1762219094,3,3,2025-11-03,2025-11-06,3
1928591593.1756877155,3,3,2025-11-02,2025-11-06,4
260950951.1762223436,3,3,2025-11-03,2025-11-06,3
276882566.1762207528,3,3,2025-11-03,2025-11-06,3
220242414.1762118124,3,3,2025-11-02,2025-11-06,4
630460537.1761735275,3,3,2025-11-02,2025-11-06,4
189732519.1762231607,3,3,2025-11-03,2025-11-06,3
268687152.1761783852,3,3,2025-11-02,2025-11-06,4
569585625.1754753477,3,3,2025-11-03,2025-11-06,3
417819062.1761653984,3,3,2025-11-02,2025-11-04,2
1041201313.1762129414,3,3,2025-11-02,2025-11-06,4
1503370780.1761796398,3,3,2025-11-02,2025-11-04,2
1103471585.1762088302,3,3,2025-11-02,2025-11-04,2
721311952.1762116615,3,3,2025-11-02,2025-11-04,2
1602321426.1735483145,3,3,2025-11-02,2025-11-04,2
290409445.1762119598,3,3,2025-11-02,2025-11-04,2
1906313692.1762071104,3,3,2025-11-02,2025-11-04,2
750140869.1762133048,3,3,2025-11-02,2025-11-04,2
1868363867.1761348416,3,3,2025-11-02,2025-11-04,2
707214253.1761579056,3,3,2025-11-02,2025-11-04,2
750604221.1762373363,2,12,2025-11-05,2025-11-06,1
921257395.1762339556,2,9,2025-11-05,2025-11-06,1
1349179293.1762315244,2,8,2025-11-04,2025-11-05,1
572035567.1762084976,2,8,2025-11-02,2025-11-03,1
1572815255.1762309879,2,7,2025-11-04,2025-11-06,2
2074571137.1760730460,2,7,2025-11-04,2025-11-05,1
753104292.1762286632,2,7,2025-11-04,2025-11-06,2
443231826.1762186827,2,7,2025-11-03,2025-11-04,1
48797361.1762122734,2,7,2025-11-02,2025-11-03,1
2021363320.1762105305,2,7,2025-11-02,2025-11-03,1
1436682980.1762414961,2,6,2025-11-05,2025-11-06,1
1529290597.1762262844,2,6,2025-11-04,2025-11-05,1
164511870.1762363023,2,6,2025-11-05,2025-11-06,1
645333921.1761615152,2,6,2025-11-04,2025-11-05,1
460458042.1762225466,2,6,2025-11-04,2025-11-05,1
285983.1762016119,2,6,2025-11-02,2025-11-06,4
1362539932.1762214035,2,6,2025-11-03,2025-11-04,1
762309447.1762222417,2,6,2025-11-03,2025-11-04,1
386271200.1762182124,2,6,2025-11-03,2025-11-04,1
1601129709.1762195854,2,6,2025-11-03,2025-11-04,1
293710605.1753306383,2,6,2025-11-02,2025-11-03,1
436723575.1761961002,2,6,2025-11-02,2025-11-03,1
1356073084.1762376087,2,5,2025-11-05,2025-11-06,1
650118547.1762366693,2,5,2025-11-05,2025-11-06,1
9108389.1762272557,2,5,2025-11-04,2025-11-05,1
1606228308.1762393096,2,5,2025-11-05,2025-11-06,1
1374891041.1762295209,2,5,2025-11-04,2025-11-05,1
771567397.1762317741,2,5,2025-11-04,2025-11-05,1
1950669766.1762370773,2,5,2025-11-05,2025-11-06,1
2139687913.1756995506,2,5,2025-11-02,2025-11-06,4
515299173.1762197674,2,5,2025-11-03,2025-11-04,1
2936549.1762123850,2,5,2025-11-02,2025-11-04,2
118430759.1758748057,2,5,2025-11-03,2025-11-04,1
61923161.1752804246,2,5,2025-11-02,2025-11-04,2
1813485212.1762158918,2,5,2025-11-03,2025-11-04,1
235466977.1762230451,2,5,2025-11-03,2025-11-04,1
1340458709.1762210377,2,5,2025-11-03,2025-11-04,1
75900106.1762241634,2,5,2025-11-03,2025-11-04,1
1498753466.1761430271,2,5,2025-11-02,2025-11-03,1
1917330911.1762109465,2,5,2025-11-02,2025-11-03,1
1684499797.1761224077,2,5,2025-11-02,2025-11-03,1
881164842.1762127662,2,5,2025-11-02,2025-11-03,1
1707740910.1761790702,2,5,2025-11-02,2025-11-03,1
1176838402.1762143542,2,5,2025-11-02,2025-11-03,1
775389282.1762112401,2,5,2025-11-02,2025-11-03,1
1593820955.1762118740,2,5,2025-11-02,2025-11-03,1
2057196417.1762256096,2,4,2025-11-04,2025-11-06,2
1369204967.1759455777,2,4,2025-11-05,2025-11-06,1
317849537.1762372296,2,4,2025-11-05,2025-11-06,1
587833123.1762358469,2,4,2025-11-05,2025-11-06,1
1223455090.1762414149,2,4,2025-11-05,2025-11-06,1
1331005616.1759117271,2,4,2025-11-04,2025-11-05,1
1345097604.1762311926,2,4,2025-11-04,2025-11-05,1
958409931.1762392021,2,4,2025-11-05,2025-11-06,1
802328101.1762377946,2,4,2025-11-05,2025-11-06,1
56487058.1762316598,2,4,2025-11-04,2025-11-05,1
1822951438.1762368058,2,4,2025-11-05,2025-11-06,1
919316647.1761864797,2,4,2025-11-04,2025-11-05,1
546339800.1760760287,2,4,2025-11-05,2025-11-06,1
1140890865.1752510580,2,4,2025-11-04,2025-11-05,1
687658372.1762398477,2,4,2025-11-05,2025-11-06,1
389669080.1762284962,2,4,2025-11-04,2025-11-05,1
1411100853.1762053197,2,4,2025-11-04,2025-11-05,1
824027329.1759072454,2,4,2025-11-03,2025-11-06,3
736704408.1762132945,2,4,2025-11-02,2025-11-06,4
1327294273.1762228729,2,4,2025-11-03,2025-11-06,3
500091568.1762194165,2,4,2025-11-03,2025-11-06,3
1101658386.1761423567,2,4,2025-11-04,2025-11-06,2
1162171599.1760929783,2,4,2025-11-03,2025-11-06,3
431898759.1762108399,2,4,2025-11-02,2025-11-06,4
110612441.1762292936,2,4,2025-11-04,2025-11-06,2
914007195.1760581308,2,4,2025-11-02,2025-11-06,4
2004070598.1762211409,2,4,2025-11-03,2025-11-04,1
1180610922.1762202169,2,4,2025-11-03,2025-11-04,1
1976850657.1762206179,2,4,2025-11-03,2025-11-04,1
1381314124.1762201668,2,4,2025-11-03,2025-11-04,1
847929233.1761685710,2,4,2025-11-03,2025-11-04,1
16636051.1760463323,2,4,2025-11-03,2025-11-04,1
1015389088.1762190080,2,4,2025-11-03,2025-11-04,1
325471967.1760459767,2,4,2025-11-03,2025-11-04,1
353038226.1762224376,2,4,2025-11-03,2025-11-04,1
1672280756.1743041401,2,4,2025-11-03,2025-11-04,1
1483116253.1759037873,2,4,2025-11-02,2025-11-04,2
1425950077.1762181691,2,4,2025-11-03,2025-11-04,1
325345080.1755535188,2,4,2025-11-02,2025-11-04,2
922777296.1754842164,2,4,2025-11-03,2025-11-04,1
1807086499.1762233443,2,4,2025-11-03,2025-11-04,1
692443748.1762052434,2,4,2025-11-02,2025-11-04,2
2014106328.1762046377,2,4,2025-11-02,2025-11-03,1
1370287740.1759539462,2,4,2025-11-02,2025-11-03,1
1155067118.1762106709,2,4,2025-11-02,2025-11-03,1
765982216.1762138405,2,4,2025-11-02,2025-11-03,1
840337661.1762068039,2,4,2025-11-02,2025-11-03,1
1943265059.1762132362,2,4,2025-11-02,2025-11-03,1
1737544923.1762042725,2,4,2025-11-02,2025-11-03,1
2089420515.1761848561,2,4,2025-11-02,2025-11-03,1
295397388.1762136722,2,4,2025-11-02,2025-11-03,1
626574125.1762110558,2,4,2025-11-02,2025-11-03,1
2124288301.1761094668,2,4,2025-11-02,2025-11-03,1
1116692840.1762155961,2,4,2025-11-02,2025-11-03,1
1261745851.1762110551,2,4,2025-11-02,2025-11-03,1
138716408.1761145346,2,4,2025-11-02,2025-11-03,1
1769742036.1761657556,2,4,2025-11-02,2025-11-03,1
207013112.1762201206,2,4,2025-11-03,2025-11-06,3
2118639780.1760529974,2,3,2025-11-03,2025-11-06,3
1063045532.1759183821,2,3,2025-11-05,2025-11-06,1
589828191.1734960246,2,3,2025-11-02,2025-11-06,4
494314463.1762282238,2,3,2025-11-04,2025-11-06,2
1002664202.1762392638,2,3,2025-11-05,2025-11-06,1
1426741688.1762384784,2,3,2025-11-05,2025-11-06,1
869123964.1762397116,2,3,2025-11-05,2025-11-06,1
1151619729.1762066212,2,3,2025-11-04,2025-11-05,1
1190625748.1762237367,2,3,2025-11-03,2025-11-05,2
1605849841.1762136048,2,3,2025-11-02,2025-11-05,3
771754520.1762306475,2,3,2025-11-04,2025-11-05,1
703267448.1762259138,2,3,2025-11-04,2025-11-05,1
1583307508.1762227590,2,3,2025-11-03,2025-11-05,2
1014433455.1757806356,2,3,2025-11-02,2025-11-05,3
402522483.1762380617,2,3,2025-11-05,2025-11-06,1
1535860404.1761244696,2,3,2025-11-03,2025-11-05,2
639970146.1762313848,2,3,2025-11-04,2025-11-05,1
271867859.1761790668,2,3,2025-11-04,2025-11-05,1
1180388162.1761694298,2,3,2025-11-04,2025-11-05,1
1521378245.1762109394,2,3,2025-11-02,2025-11-05,3
1565384837.1762265561,2,3,2025-11-04,2025-11-05,1
894364998.1762306211,2,3,2025-11-04,2025-11-05,1
904195482.1762395783,2,3,2025-11-05,2025-11-06,1
1267585792.1761409955,2,3,2025-11-04,2025-11-05,1
1609571430.1762311989,2,3,2025-11-04,2025-11-05,1
1025139200.1757365922,2,3,2025-11-04,2025-11-05,1
319354936.1761778092,2,3,2025-11-03,2025-11-05,2
1722031285.1762380512,2,3,2025-11-05,2025-11-06,1
511460689.1762284106,2,3,2025-11-04,2025-11-05,1
1054515370.1762280721,2,3,2025-11-04,2025-11-05,1
436012370.1761568234,2,3,2025-11-04,2025-11-05,1
941891729.1762281941,2,3,2025-11-04,2025-11-05,1
1440978759.1762258957,2,3,2025-11-04,2025-11-05,1
39468800.1762107252,2,3,2025-11-02,2025-11-05,3
1923883774.1760027882,2,3,2025-11-05,2025-11-06,1
932222620.1762353451,2,3,2025-11-05,2025-11-06,1
498556376.1762129588,2,3,2025-11-02,2025-11-05,3
1987448213.1762349372,2,3,2025-11-05,2025-11-06,1
1865006459.1762384802,2,3,2025-11-05,2025-11-06,1
1860113227.1762388751,2,3,2025-11-05,2025-11-06,1
717548036.1762384318,2,3,2025-11-05,2025-11-06,1
1154921894.1762362723,2,3,2025-11-05,2025-11-06,1
1896766742.1762368913,2,3,2025-11-05,2025-11-06,1
1720674312.1762403282,2,3,2025-11-05,2025-11-06,1
1353797608.1762203816,2,3,2025-11-03,2025-11-05,2
377807511.1762364437,2,3,2025-11-05,2025-11-06,1
1012939619.1761796608,2,3,2025-11-04,2025-11-05,1
2061479096.1762185690,2,3,2025-11-03,2025-11-05,2
1855306294.1762177573,2,3,2025-11-03,2025-11-05,2
2117310262.1761267264,2,3,2025-11-04,2025-11-05,1
440819607.1762329025,2,3,2025-11-04,2025-11-05,1
2075701851.1762004711,2,3,2025-11-05,2025-11-06,1
135329905.1762246221,2,3,2025-11-04,2025-11-05,1
1248094867.1762319722,2,3,2025-11-04,2025-11-05,1
307165439.1738267198,2,3,2025-11-04,2025-11-05,1
54847011.1762311251,2,3,2025-11-04,2025-11-05,1
1819775788.1762022880,2,3,2025-11-04,2025-11-05,1
1946944937.1762375082,2,3,2025-11-05,2025-11-06,1
2032087493.1761794549,2,3,2025-11-04,2025-11-05,1
1518692239.1762311238,2,3,2025-11-04,2025-11-05,1
42205714.1762395778,2,3,2025-11-05,2025-11-06,1
1652689042.1760730381,2,3,2025-11-05,2025-11-06,1
872773717.1762176133,2,3,2025-11-03,2025-11-06,3
1489676155.1762295976,2,3,2025-11-04,2025-11-06,2
1137258255.1759169994,2,3,2025-11-02,2025-11-06,4
24814645.1761592851,2,3,2025-11-04,2025-11-06,2
1455809172.1760531652,2,3,2025-11-04,2025-11-06,2
1756221003.1762122186,2,3,2025-11-02,2025-11-06,4
1681056551.1762287456,2,3,2025-11-04,2025-11-06,2
2109315944.1762276713,2,3,2025-11-04,2025-11-06,2
218930917.1761703607,2,3,2025-11-04,2025-11-06,2
33172453.1753930258,2,3,2025-11-04,2025-11-06,2
253565368.1761933973,2,3,2025-11-03,2025-11-06,3
864926234.1761798401,2,3,2025-11-02,2025-11-06,4
1898960274.1762206347,2,3,2025-11-03,2025-11-06,3
277619640.1760581305,2,3,2025-11-02,2025-11-06,4
1861164762.1762090720,2,3,2025-11-02,2025-11-06,4
915871902.1762286769,2,3,2025-11-04,2025-11-06,2
754351460.1762175521,2,3,2025-11-03,2025-11-06,3
287464360.1759344819,2,3,2025-11-03,2025-11-06,3
515495120.1760228204,2,3,2025-11-04,2025-11-06,2
1643487370.1761331767,2,3,2025-11-04,2025-11-06,2
255062496.1757040485,2,3,2025-11-03,2025-11-04,1
664819615.1762234707,2,3,2025-11-03,2025-11-04,1
383348479.1761670710,2,3,2025-11-03,2025-11-04,1
190042506.1749528802,2,3,2025-11-02,2025-11-04,2
1709985371.1749336431,2,3,2025-11-02,2025-11-04,2
1136264584.1753874499,2,3,2025-11-02,2025-11-04,2
551137964.1762198418,2,3,2025-11-03,2025-11-04,1
993074721.1762211835,2,3,2025-11-03,2025-11-04,1
1713175624.1762206182,2,3,2025-11-03,2025-11-04,1
463719665.1762182117,2,3,2025-11-03,2025-11-04,1
1881317274.1762225026,2,3,2025-11-03,2025-11-04,1
621553247.1762224743,2,3,2025-11-03,2025-11-04,1
738346381.1762226774,2,3,2025-11-03,2025-11-04,1
230105790.1762211587,2,3,2025-11-03,2025-11-04,1
1198599094.1761605002,2,3,2025-11-03,2025-11-04,1
1656989221.1760723723,2,3,2025-11-02,2025-11-04,2
1523563677.1761249170,2,3,2025-11-03,2025-11-04,1
887424739.1762175441,2,3,2025-11-03,2025-11-04,1
733504389.1761882041,2,3,2025-11-03,2025-11-04,1
1517537529.1755854687,2,3,2025-11-02,2025-11-04,2
2055459934.1762138181,2,3,2025-11-02,2025-11-04,2
224716702.1762235942,2,3,2025-11-03,2025-11-04,1
616508045.1762117700,2,3,2025-11-02,2025-11-04,2
960994876.1762233485,2,3,2025-11-03,2025-11-04,1
514921177.1762094845,2,3,2025-11-02,2025-11-04,2
1107625040.1762093365,2,3,2025-11-02,2025-11-04,2
1064520226.1762205953,2,3,2025-11-03,2025-11-04,1
232139832.1762190991,2,3,2025-11-03,2025-11-04,1
1221992472.1762259026,2,3,2025-11-04,2025-11-06,2
305820833.1762238469,2,3,2025-11-03,2025-11-04,1
1983787619.1762186570,2,3,2025-11-03,2025-11-04,1
379477191.1757993522,2,3,2025-11-02,2025-11-04,2
229624544.1762239688,2,3,2025-11-03,2025-11-04,1
1108651387.1762190144,2,3,2025-11-03,2025-11-04,1
745550193.1762222080,2,3,2025-11-03,2025-11-04,1
1855658469.1756734834,2,3,2025-11-02,2025-11-04,2
1719455118.1757706732,2,3,2025-11-02,2025-11-04,2
1916516078.1762200668,2,3,2025-11-03,2025-11-04,1
1693202251.1761395735,2,3,2025-11-02,2025-11-04,2
1392421030.1762222649,2,3,2025-11-03,2025-11-04,1
626175414.1762148774,2,3,2025-11-02,2025-11-03,1
1659699577.1762058234,2,3,2025-11-02,2025-11-03,1
465379370.1761828272,2,3,2025-11-02,2025-11-03,1
1896655516.1762128405,2,3,2025-11-02,2025-11-03,1
1662286291.1761822576,2,3,2025-11-02,2025-11-03,1
446354614.1760467155,2,3,2025-11-02,2025-11-03,1
68684688.1762034736,2,3,2025-11-02,2025-11-03,1
1530503617.1760461904,2,3,2025-11-02,2025-11-03,1
1059001528.1760401808,2,3,2025-11-02,2025-11-03,1
2132137175.1762042270,2,3,2025-11-02,2025-11-03,1
612693164.1762102030,2,3,2025-11-02,2025-11-03,1
258846843.1757255518,2,3,2025-11-02,2025-11-03,1
1594320122.1762141624,2,3,2025-11-02,2025-11-03,1
697966870.1762116077,2,3,2025-11-02,2025-11-03,1
1586486586.1759350693,2,3,2025-11-02,2025-11-03,1
2010953081.1762149293,2,3,2025-11-02,2025-11-03,1
1453386865.1762125407,2,3,2025-11-02,2025-11-03,1
789319873.1762092269,2,3,2025-11-02,2025-11-03,1
1306387406.1762094182,2,3,2025-11-02,2025-11-03,1
1290021817.1761614724,2,3,2025-11-02,2025-11-03,1
277451705.1762046279,2,3,2025-11-02,2025-11-03,1
1140201914.1762123875,2,3,2025-11-02,2025-11-03,1
207791793.1762133638,2,3,2025-11-02,2025-11-03,1
254108490.1761752220,2,3,2025-11-02,2025-11-03,1
715329010.1758859410,2,3,2025-11-02,2025-11-03,1
1691713141.1762050377,2,3,2025-11-02,2025-11-03,1
1171709965.1762038537,2,3,2025-11-02,2025-11-03,1
877764819.1762116032,2,3,2025-11-02,2025-11-03,1
1002091272.1761504054,2,3,2025-11-02,2025-11-03,1
727121705.1762125535,2,3,2025-11-02,2025-11-03,1
578427779.1755082924,2,3,2025-11-02,2025-11-03,1
782127777.1761697060,2,3,2025-11-02,2025-11-03,1
300458025.1761759261,2,3,2025-11-03,2025-11-06,3
1103795704.1762256080,2,2,2025-11-04,2025-11-06,2
1446649076.1762197962,2,2,2025-11-03,2025-11-06,3
1832587484.1762268781,2,2,2025-11-04,2025-11-06,2
1107057779.1762369038,2,2,2025-11-05,2025-11-06,1
327982356.1762229902,2,2,2025-11-03,2025-11-06,3
589986416.1762341468,2,2,2025-11-05,2025-11-06,1
365315144.1756451317,2,2,2025-11-04,2025-11-06,2
1824907248.1761602191,2,2,2025-11-05,2025-11-06,1
488764821.1761856088,2,2,2025-11-03,2025-11-06,3
586545497.1762337040,2,2,2025-11-05,2025-11-06,1
1688788792.1762404917,2,2,2025-11-05,2025-11-06,1
1035667685.1760001430,2,2,2025-11-02,2025-11-06,4
1542392569.1762362902,2,2,2025-11-05,2025-11-06,1
1737461484.1762288815,2,2,2025-11-04,2025-11-06,2
1358539266.1762204362,2,2,2025-11-03,2025-11-06,3
1897848556.1762183236,2,2,2025-11-03,2025-11-06,3
1585127441.1762390201,2,2,2025-11-05,2025-11-06,1
55968007.1762378301,2,2,2025-11-05,2025-11-06,1
1370287185.1762163218,2,2,2025-11-03,2025-11-06,3
1090308424.1762400588,2,2,2025-11-05,2025-11-06,1
835986274.1762090644,2,2,2025-11-02,2025-11-06,4
1308174850.1762088651,2,2,2025-11-02,2025-11-06,4
1664521499.1761442062,2,2,2025-11-04,2025-11-06,2
79657898.1755196269,2,2,2025-11-05,2025-11-06,1
39864277.1762193819,2,2,2025-11-03,2025-11-06,3
1336197812.1762401123,2,2,2025-11-05,2025-11-06,1
647436796.1762406464,2,2,2025-11-05,2025-11-06,1
46327355.1762313668,2,2,2025-11-04,2025-11-05,1
368773702.1760928413,2,2,2025-11-04,2025-11-05,1
2005141539.1761772937,2,2,2025-11-03,2025-11-05,2
76865673.1762307332,2,2,2025-11-04,2025-11-05,1
216379996.1762228096,2,2,2025-11-03,2025-11-05,2
1570600143.1762392791,2,2,2025-11-05,2025-11-06,1
