week	country	total_views
2025-08-11	Qatar	4
2025-08-11	Romania	6
2025-08-11	Russia	1
2025-08-11	Saudi Arabia	40
2025-08-11	Singapore	12
2025-08-11	Sint Maarten	1
2025-08-11	Slovakia	5
2025-08-11	Slovenia	4
2025-08-11	South Africa	84
2025-08-11	South Korea	9
2025-08-11	Spain	34
2025-08-11	Sri Lanka	1
2025-08-11	Sweden	42
2025-08-11	Switzerland	21
2025-08-11	Taiwan	2
2025-08-11	Thailand	9
2025-08-11	Trinidad & Tobago	6
2025-08-11	Tunisia	4
2025-08-11	Turks & Caicos Islands	1
2025-08-11	Türkiye	8
2025-08-11	United Arab Emirates	41
2025-08-11	United Kingdom	287
2025-08-11	United States	7933
2025-08-11	Uruguay	2
2025-08-11	Venezuela	19
2025-08-11	Vietnam	2
2025-08-18	Algeria	3
2025-08-18	Argentina	23
2025-08-18	Armenia	1
2025-08-18	Australia	485
2025-08-18	Austria	8
2025-08-18	Bahamas	1
2025-08-18	Bahrain	9
2025-08-18	Barbados	1
2025-08-18	Belgium	6
2025-08-18	Belize	1
2025-08-18	Bermuda	1
2025-08-18	Bolivia	1
2025-08-18	Brazil	56
2025-08-18	British Virgin Islands	1
2025-08-18	Brunei	2
2025-08-18	Bulgaria	7
2025-08-18	Cambodia	1
2025-08-18	Canada	978
2025-08-18	Cayman Islands	1
2025-08-18	Chile	29
2025-08-18	China	1
2025-08-18	Colombia	20
2025-08-18	Cook Islands	2
2025-08-18	Costa Rica	5
2025-08-18	Croatia	4
2025-08-18	Cyprus	6
2025-08-18	Czechia	11
2025-08-18	Denmark	11
2025-08-18	Dominican Republic	14
2025-08-18	Ecuador	18
2025-08-18	Egypt	8
2025-08-18	El Salvador	4
2025-08-18	Estonia	1
2025-08-18	Fiji	1
2025-08-18	Finland	13
2025-08-18	France	45
2025-08-18	Germany	117
2025-08-18	Ghana	2
2025-08-18	Greece	15
2025-08-18	Guam	2
2025-08-18	Guatemala	10
2025-08-18	Honduras	4
2025-08-18	Hungary	6
2025-08-18	India	80
2025-08-18	Indonesia	32
2025-08-18	Iran	8
2025-08-18	Iraq	2
2025-08-18	Ireland	37
2025-08-18	Israel	39
2025-08-18	Italy	17
2025-08-18	Jamaica	2
2025-08-18	Japan	13
2025-08-18	Jordan	6
2025-08-18	Kazakhstan	1
2025-08-18	Kenya	4
2025-08-18	Kuwait	7
2025-08-18	Laos	1
2025-08-18	Lebanon	6
2025-08-18	Madagascar	4
2025-08-18	Malaysia	19
2025-08-18	Malta	4
2025-08-18	Mexico	101
2025-08-18	Morocco	3
2025-08-18	Nepal	1
2025-08-18	Netherlands	39
2025-08-18	New Zealand	83
2025-08-18	Nigeria	6
2025-08-18	Norway	7
2025-08-18	Oman	1
2025-08-18	Pakistan	14
2025-08-18	Palestine	1
2025-08-18	Panama	8
2025-08-18	Peru	7
2025-08-18	Philippines	45
2025-08-18	Poland	22
2025-08-18	Portugal	13
2025-08-18	Puerto Rico	31
2025-08-18	Qatar	5
2025-08-18	Romania	11
2025-08-18	Russia	3
2025-08-18	Saudi Arabia	37
2025-08-18	Singapore	16
2025-08-18	Slovakia	5
2025-08-18	Slovenia	1
2025-08-18	South Africa	67
2025-08-18	South Korea	16
2025-08-18	Spain	27
2025-08-18	Sri Lanka	7
2025-08-18	Sweden	22
2025-08-18	Switzerland	12
2025-08-18	Taiwan	5
2025-08-18	Tanzania	2
2025-08-18	Thailand	3
2025-08-18	Tonga	1
2025-08-18	Trinidad & Tobago	6
2025-08-18	Tunisia	2
2025-08-18	Turks & Caicos Islands	1
2025-08-18	Türkiye	18
2025-08-18	Uganda	3
2025-08-18	United Arab Emirates	38
2025-08-18	United Kingdom	248
2025-08-18	United States	8103
2025-08-18	Uruguay	5
2025-08-18	Venezuela	21
2025-08-18	Vietnam	1
2025-08-25	Algeria	1
2025-08-25	Argentina	24
2025-08-25	Armenia	1
2025-08-25	Australia	384
2025-08-25	Austria	8
2025-08-25	Bahamas	5
2025-08-25	Bahrain	10
2025-08-25	Barbados	4
2025-08-25	Belgium	14
2025-08-25	Belize	3
2025-08-25	Bolivia	2
2025-08-25	Brazil	47
2025-08-25	British Virgin Islands	1
2025-08-25	Brunei	1
2025-08-25	Bulgaria	5
2025-08-25	Canada	1103
2025-08-25	Chile	29
2025-08-25	Colombia	25
2025-08-25	Costa Rica	6
2025-08-25	Croatia	2
2025-08-25	Curaçao	1
2025-08-25	Cyprus	3
2025-08-25	Czechia	4
2025-08-25	Denmark	9
2025-08-25	Dominican Republic	25
2025-08-25	Ecuador	17
2025-08-25	Egypt	5
2025-08-25	El Salvador	21
2025-08-25	Equatorial Guinea	1
2025-08-25	Estonia	3
2025-08-25	Ethiopia	1
2025-08-25	Fiji	1
2025-08-25	Finland	6
2025-08-25	France	44
2025-08-25	French Polynesia	1
2025-08-25	Germany	89
2025-08-25	Greece	12
2025-08-25	Guadeloupe	1
2025-08-25	Guam	4
2025-08-25	Guatemala	15
2025-08-25	Honduras	6
2025-08-25	Hong Kong	2
2025-08-25	Hungary	4
2025-08-25	Iceland	1
2025-08-25	India	72
2025-08-25	Indonesia	36
2025-08-25	Iran	7
2025-08-25	Ireland	41
2025-08-25	Israel	54
2025-08-25	Italy	16
2025-08-25	Jamaica	2
2025-08-25	Japan	21
2025-08-25	Jordan	3
2025-08-25	Kenya	4
2025-08-25	Kuwait	7
2025-08-25	Latvia	1
2025-08-25	Lebanon	6
2025-08-25	Libya	1
2025-08-25	Lithuania	6
2025-08-25	Malaysia	15
2025-08-25	Malta	2
2025-08-25	Martinique	2
2025-08-25	Mexico	183
2025-08-25	Morocco	1
2025-08-25	Nepal	2
2025-08-25	Netherlands	38
2025-08-25	New Zealand	57
2025-08-25	Nicaragua	1
2025-08-25	Nigeria	6
2025-08-25	Norway	6
2025-08-25	Oman	8
2025-08-25	Pakistan	7
2025-08-25	Palestine	2
2025-08-25	Panama	7
2025-08-25	Paraguay	1
2025-08-25	Peru	13
2025-08-25	Philippines	82
2025-08-25	Poland	28
2025-08-25	Portugal	14
2025-08-25	Puerto Rico	35
2025-08-25	Qatar	2
2025-08-25	Romania	15
2025-08-25	Russia	2
2025-08-25	Réunion	3
2025-08-25	Saudi Arabia	32
2025-08-25	Sierra Leone	1
2025-08-25	Singapore	25
2025-08-25	Slovakia	3
2025-08-25	Slovenia	2
2025-08-25	South Africa	59
2025-08-25	South Korea	14
2025-08-25	Spain	18
2025-08-25	Sri Lanka	2
2025-08-25	Sweden	27
2025-08-25	Switzerland	13
2025-08-25	Taiwan	6
2025-08-25	Tanzania	2
2025-08-25	Thailand	10
2025-08-25	Trinidad & Tobago	5
2025-08-25	Tunisia	8
2025-08-25	Türkiye	13
2025-08-25	United Arab Emirates	17
2025-08-25	United Kingdom	262
2025-08-25	United States	9502
2025-08-25	Uruguay	7
2025-08-25	Venezuela	25
2025-08-25	Zambia	1
2025-08-25	Zimbabwe	2
2025-09-01	Algeria	1
2025-09-01	Argentina	27
2025-09-01	Armenia	1
2025-09-01	Australia	399
2025-09-01	Austria	8
2025-09-01	Azerbaijan	1
2025-09-01	Bahrain	16
2025-09-01	Belgium	14
2025-09-01	Belize	1
2025-09-01	Bermuda	1
2025-09-01	Bolivia	2
2025-09-01	Brazil	49
2025-09-01	British Virgin Islands	1
2025-09-01	Bulgaria	2
2025-09-01	Cambodia	1
2025-09-01	Canada	1086
2025-09-01	Chile	34
2025-09-01	China	2
2025-09-01	Colombia	22
2025-09-01	Costa Rica	6
2025-09-01	Croatia	5
2025-09-01	Curaçao	1
2025-09-01	Cyprus	9
2025-09-01	Czechia	5
2025-09-01	Denmark	6
2025-09-01	Dominican Republic	14
2025-09-01	Ecuador	12
2025-09-01	Egypt	6
2025-09-01	Estonia	2
2025-09-01	Fiji	1
2025-09-01	Finland	9
2025-09-01	France	30
2025-09-01	Germany	86
2025-09-01	Ghana	3
2025-09-01	Greece	8
2025-09-01	Guadeloupe	1
2025-09-01	Guam	4
2025-09-01	Guatemala	16
2025-09-01	Honduras	4
2025-09-01	Hong Kong	2
2025-09-01	Hungary	1
2025-09-01	Iceland	3
2025-09-01	India	57
2025-09-01	Indonesia	18
2025-09-01	Iran	7
2025-09-01	Iraq	2
2025-09-01	Ireland	31
2025-09-01	Israel	38
2025-09-01	Italy	13
2025-09-01	Jamaica	2
2025-09-01	Japan	19
2025-09-01	Jordan	2
2025-09-01	Kazakhstan	3
2025-09-01	Kenya	4
2025-09-01	Kuwait	24
2025-09-01	Lebanon	7
2025-09-01	Liberia	1
2025-09-01	Libya	1
2025-09-01	Madagascar	1
2025-09-01	Malaysia	16
2025-09-01	Mauritius	1
2025-09-01	Mexico	167
2025-09-01	Montserrat	1
2025-09-01	Morocco	6
2025-09-01	Netherlands	32
2025-09-01	New Zealand	60
2025-09-01	Nicaragua	1
2025-09-01	Nigeria	3
2025-09-01	Norway	4
2025-09-01	Oman	2
2025-09-01	Pakistan	7
2025-09-01	Palestine	4
2025-09-01	Panama	9
2025-09-01	Paraguay	4
2025-09-01	Peru	19
2025-09-01	Philippines	42
2025-09-01	Poland	16
2025-09-01	Portugal	14
2025-09-01	Puerto Rico	27
2025-09-01	Qatar	8
2025-09-01	Romania	11
2025-09-01	Russia	3
2025-09-01	Réunion	1
2025-09-01	Saudi Arabia	34
2025-09-01	Singapore	13
2025-09-01	Slovakia	2
2025-09-01	Slovenia	1
2025-09-01	South Africa	36
2025-09-01	South Korea	17
2025-09-01	Spain	31
2025-09-01	Sri Lanka	2
2025-09-01	Sweden	32
2025-09-01	Switzerland	10
2025-09-01	Syria	1
2025-09-01	Thailand	6
2025-09-01	Trinidad & Tobago	5
2025-09-01	Tunisia	4
2025-09-01	Türkiye	14
2025-09-01	United Arab Emirates	44
2025-09-01	United Kingdom	270
2025-09-01	United States	9344
2025-09-01	Uruguay	2
2025-09-01	Uzbekistan	1
2025-09-01	Venezuela	28
2025-09-08	Algeria	1
2025-09-08	Angola	1
2025-09-08	Argentina	32
2025-09-08	Armenia	1
2025-09-08	Australia	386
2025-09-08	Austria	10
2025-09-08	Azerbaijan	2
2025-09-08	Bahamas	1
2025-09-08	Bahrain	4
2025-09-08	Bangladesh	1
2025-09-08	Barbados	5
2025-09-08	Belgium	13
2025-09-08	Bermuda	1
2025-09-08	Bolivia	3
2025-09-08	Brazil	34
2025-09-08	British Virgin Islands	1
2025-09-08	Bulgaria	2
2025-09-08	Cambodia	1
2025-09-08	Canada	799
2025-09-08	Cayman Islands	3
2025-09-08	Chile	23
2025-09-08	Colombia	30
2025-09-08	Costa Rica	9
2025-09-08	Croatia	4
2025-09-08	Cyprus	4
2025-09-08	Czechia	4
2025-09-08	Denmark	16
2025-09-08	Dominican Republic	20
2025-09-08	Ecuador	9
2025-09-08	Egypt	4
2025-09-08	El Salvador	1
2025-09-08	Fiji	1
2025-09-08	Finland	2
2025-09-08	France	34
2025-09-08	French Polynesia	1
2025-09-08	Georgia	2
2025-09-08	Germany	71
2025-09-08	Ghana	1
2025-09-08	Greece	11
2025-09-08	Guam	1
2025-09-08	Guatemala	5
2025-09-08	Hong Kong	1
2025-09-08	Hungary	9
2025-09-08	Iceland	2
2025-09-08	India	67
2025-09-08	Indonesia	17
2025-09-08	Iran	2
2025-09-08	Ireland	35
2025-09-08	Israel	38
2025-09-08	Italy	23
2025-09-08	Jamaica	6
2025-09-08	Japan	15
2025-09-08	Jordan	7
2025-09-08	Kazakhstan	2
2025-09-08	Kenya	4
2025-09-08	Kuwait	8
2025-09-08	Laos	1
2025-09-08	Lebanon	15
2025-09-08	Lithuania	2
2025-09-08	Malaysia	11
2025-09-08	Malta	1
2025-09-08	Mauritius	3
2025-09-08	Mexico	97
2025-09-08	Morocco	5
2025-09-08	Nepal	1
2025-09-08	Netherlands	50
2025-09-08	New Zealand	53
2025-09-08	Nicaragua	1
2025-09-08	Nigeria	4
2025-09-08	Norway	7
2025-09-08	Oman	2
2025-09-08	Pakistan	9
2025-09-08	Panama	4
2025-09-08	Peru	8
2025-09-08	Philippines	41
2025-09-08	Poland	15
2025-09-08	Portugal	15
2025-09-08	Puerto Rico	19
2025-09-08	Qatar	5
2025-09-08	Romania	5
2025-09-08	Russia	2
2025-09-08	Saudi Arabia	33
2025-09-08	Senegal	1
2025-09-08	Singapore	13
2025-09-08	Slovakia	2
2025-09-08	Slovenia	4
2025-09-08	South Africa	32
2025-09-08	South Korea	9
2025-09-08	Spain	22
2025-09-08	Sri Lanka	1
2025-09-08	St. Vincent & Grenadines	1
2025-09-08	Sweden	22
2025-09-08	Switzerland	8
2025-09-08	Taiwan	4
2025-09-08	Thailand	9
2025-09-08	Trinidad & Tobago	2
2025-09-08	Tunisia	2
2025-09-08	Türkiye	11
2025-09-08	United Arab Emirates	30
2025-09-08	United Kingdom	211
2025-09-08	United States	6610
2025-09-08	Uruguay	4
2025-09-08	Uzbekistan	1
2025-09-08	Venezuela	22
2025-09-08	Zambia	1
2025-09-08	Zimbabwe	1
2025-09-15	Albania	1
2025-09-15	Algeria	3
2025-09-15	Argentina	31
2025-09-15	Armenia	4
2025-09-15	Australia	402
2025-09-15	Austria	4
2025-09-15	Bahamas	3
2025-09-15	Bahrain	9
2025-09-15	Belgium	13
2025-09-15	Bermuda	1
2025-09-15	Bolivia	4
2025-09-15	Brazil	29
2025-09-15	Bulgaria	2
2025-09-15	Cambodia	1
2025-09-15	Canada	755
2025-09-15	Cayman Islands	4
2025-09-15	Chile	26
2025-09-15	Colombia	14
2025-09-15	Costa Rica	5
2025-09-15	Croatia	11
2025-09-15	Cyprus	7
2025-09-15	Czechia	2
2025-09-15	Denmark	13
2025-09-15	Dominican Republic	14
2025-09-15	Ecuador	16
2025-09-15	Egypt	5
2025-09-15	El Salvador	2
2025-09-15	Estonia	3
2025-09-15	Finland	9
2025-09-15	France	38
2025-09-15	French Guiana	2
2025-09-15	Georgia	2
2025-09-15	Germany	77
2025-09-15	Ghana	1
2025-09-15	Greece	11
2025-09-15	Guadeloupe	2
2025-09-15	Guam	1
2025-09-15	Guatemala	6
2025-09-15	Honduras	8
2025-09-15	Hungary	4
2025-09-15	Iceland	2
2025-09-15	India	66
2025-09-15	Indonesia	24
2025-09-15	Iran	6
2025-09-15	Ireland	40
2025-09-15	Israel	41
2025-09-15	Italy	20
2025-09-15	Jamaica	3
2025-09-15	Japan	21
2025-09-15	Jordan	7
2025-09-15	Kazakhstan	5
2025-09-15	Kenya	3
2025-09-15	Kuwait	11
2025-09-15	Lebanon	7
2025-09-15	Libya	1
2025-09-15	Luxembourg	1
2025-09-15	Malawi	2
2025-09-15	Malaysia	15
2025-09-15	Malta	3
2025-09-15	Mauritius	1
2025-09-15	Mexico	130
2025-09-15	Morocco	6
2025-09-15	Namibia	1
2025-09-15	Netherlands	24
2025-09-15	New Zealand	45
2025-09-15	Nicaragua	1
2025-09-15	Nigeria	5
2025-09-15	Norway	5
2025-09-15	Oman	9
2025-09-15	Pakistan	13
2025-09-15	Palestine	1
2025-09-15	Panama	10
2025-09-15	Paraguay	3
2025-09-15	Peru	4
2025-09-15	Philippines	37
2025-09-15	Poland	14
2025-09-15	Portugal	14
2025-09-15	Puerto Rico	29
2025-09-15	Qatar	13
2025-09-15	Romania	13
2025-09-15	Saudi Arabia	59
2025-09-15	Singapore	7
2025-09-15	Sint Maarten	2
2025-09-15	Slovakia	2
2025-09-15	Slovenia	4
2025-09-15	South Africa	53
2025-09-15	South Korea	14
2025-09-15	Spain	26
2025-09-15	Sri Lanka	1
2025-09-15	St. Pierre & Miquelon	1
2025-09-15	Sweden	17
2025-09-15	Switzerland	8
2025-09-15	Taiwan	4
2025-09-15	Thailand	5
2025-09-15	Trinidad & Tobago	3
2025-09-15	Tunisia	8
2025-09-15	Türkiye	11
2025-09-15	Ukraine	1
2025-09-15	United Arab Emirates	35
2025-09-15	United Kingdom	282
2025-09-15	United States	6570
2025-09-15	Uzbekistan	3
2025-09-15	Venezuela	18
2025-09-15	Vietnam	1
2025-09-15	Western Sahara	1
2025-09-22	Algeria	4
2025-09-22	Argentina	22
2025-09-22	Armenia	2
2025-09-22	Aruba	1
2025-09-22	Australia	311
2025-09-22	Austria	4
2025-09-22	Bahamas	2
2025-09-22	Bahrain	8
2025-09-22	Barbados	4
2025-09-22	Belgium	16
2025-09-22	Bermuda	1
2025-09-22	Bolivia	2
2025-09-22	Brazil	43
2025-09-22	Bulgaria	2
2025-09-22	Canada	775
2025-09-22	Cayman Islands	1
2025-09-22	Chile	11
2025-09-22	China	3
2025-09-22	Colombia	29
2025-09-22	Costa Rica	16
2025-09-22	Croatia	5
2025-09-22	Cyprus	10
2025-09-22	Czechia	2
2025-09-22	Denmark	14
2025-09-22	Dominica	1
2025-09-22	Dominican Republic	10
2025-09-22	Ecuador	6
2025-09-22	Egypt	5
2025-09-22	El Salvador	1
2025-09-22	Estonia	2
2025-09-22	Finland	2
2025-09-22	France	43
2025-09-22	Georgia	2
2025-09-22	Germany	66
2025-09-22	Ghana	2
2025-09-22	Greece	9
2025-09-22	Guam	1
2025-09-22	Guatemala	4
2025-09-22	Honduras	4
2025-09-22	Hong Kong	2
2025-09-22	Hungary	8
2025-09-22	Iceland	1
2025-09-22	India	41
2025-09-22	Indonesia	16
2025-09-22	Iran	2
2025-09-22	Iraq	2
2025-09-22	Ireland	45
2025-09-22	Israel	20
2025-09-22	Italy	19
2025-09-22	Japan	19
2025-09-22	Jordan	4
2025-09-22	Kazakhstan	3
2025-09-22	Kenya	2
2025-09-22	Kuwait	10
2025-09-22	Latvia	6
2025-09-22	Lebanon	5
2025-09-22	Lithuania	1
2025-09-22	Malawi	1
2025-09-22	Malaysia	8
2025-09-22	Malta	5
2025-09-22	Mauritius	1
2025-09-22	Mexico	147
2025-09-22	Mongolia	1
2025-09-22	Morocco	13
2025-09-22	Mozambique	3
2025-09-22	Namibia	1
2025-09-22	Netherlands	39
2025-09-22	New Caledonia	1
2025-09-22	New Zealand	39
2025-09-22	Nicaragua	4
2025-09-22	Nigeria	4
2025-09-22	Norway	3
2025-09-22	Oman	1
2025-09-22	Pakistan	10
2025-09-22	Palestine	2
2025-09-22	Panama	10
2025-09-22	Paraguay	1
2025-09-22	Peru	14
2025-09-22	Philippines	39
2025-09-22	Poland	11
2025-09-22	Portugal	13
2025-09-22	Puerto Rico	23
2025-09-22	Qatar	7
2025-09-22	Romania	10
2025-09-22	Réunion	1
2025-09-22	Saudi Arabia	29
2025-09-22	Singapore	12
2025-09-22	Slovakia	5
2025-09-22	Slovenia	3
2025-09-22	South Africa	37
2025-09-22	South Korea	12
2025-09-22	Spain	21
2025-09-22	Sweden	17
2025-09-22	Switzerland	10
2025-09-22	Taiwan	6
2025-09-22	Thailand	5
2025-09-22	Trinidad & Tobago	6
2025-09-22	Tunisia	4
2025-09-22	Türkiye	5
2025-09-22	United Arab Emirates	39
2025-09-22	United Kingdom	203
2025-09-22	United States	5989
2025-09-22	Uruguay	1
2025-09-22	Venezuela	14
2025-09-22	Vietnam	2
2025-09-29	Algeria	2
2025-09-29	Antigua & Barbuda	1
2025-09-29	Argentina	25
2025-09-29	Armenia	2
2025-09-29	Australia	398
2025-09-29	Austria	4
2025-09-29	Azerbaijan	1
2025-09-29	Bahamas	1
2025-09-29	Bahrain	3
2025-09-29	Barbados	4
2025-09-29	Belgium	9
2025-09-29	Bolivia	5
2025-09-29	Brazil	56
2025-09-29	Brunei	1
2025-09-29	Bulgaria	2
2025-09-29	Canada	740
2025-09-29	Caribbean Netherlands	2
2025-09-29	Chile	14
2025-09-29	China	5
2025-09-29	Colombia	16
2025-09-29	Costa Rica	9
2025-09-29	Croatia	10
2025-09-29	Curaçao	5
2025-09-29	Cyprus	7
2025-09-29	Czechia	8
2025-09-29	Denmark	13
2025-09-29	Dominican Republic	13
2025-09-29	Ecuador	7
2025-09-29	Egypt	5
2025-09-29	El Salvador	2
2025-09-29	Estonia	3
2025-09-29	Finland	7
2025-09-29	France	41
2025-09-29	Georgia	2
2025-09-29	Germany	91
2025-09-29	Ghana	12
2025-09-29	Greece	5
2025-09-29	Guam	3
2025-09-29	Guatemala	7
2025-09-29	Honduras	7
2025-09-29	Hong Kong	3
2025-09-29	Hungary	8
2025-09-29	Iceland	1
2025-09-29	India	66
2025-09-29	Indonesia	24
2025-09-29	Iran	3
2025-09-29	Ireland	40
2025-09-29	Israel	49
2025-09-29	Italy	26
2025-09-29	Japan	12
2025-09-29	Jordan	10
2025-09-29	Kenya	1
2025-09-29	Kuwait	14
2025-09-29	Latvia	1
2025-09-29	Lebanon	8
2025-09-29	Libya	2
2025-09-29	Luxembourg	2
2025-09-29	Malawi	1
2025-09-29	Malaysia	16
2025-09-29	Malta	3
2025-09-29	Martinique	1
2025-09-29	Mauritius	2
2025-09-29	Mexico	115
2025-09-29	Morocco	2
2025-09-29	Netherlands	29
2025-09-29	New Zealand	41
2025-09-29	Nigeria	2
2025-09-29	Norway	12
2025-09-29	Oman	4
2025-09-29	Pakistan	10
2025-09-29	Palestine	1
2025-09-29	Panama	6
2025-09-29	Papua New Guinea	1
2025-09-29	Peru	6
2025-09-29	Philippines	39
2025-09-29	Poland	17
2025-09-29	Portugal	8
2025-09-29	Puerto Rico	25
2025-09-29	Qatar	20
2025-09-29	Romania	7
2025-09-29	Réunion	2
2025-09-29	Saudi Arabia	57
2025-09-29	Seychelles	1
2025-09-29	Singapore	11
2025-09-29	Slovakia	4
2025-09-29	Slovenia	3
2025-09-29	South Africa	44
2025-09-29	South Korea	6
2025-09-29	Spain	19
2025-09-29	Sri Lanka	3
2025-09-29	Suriname	1
2025-09-29	Sweden	28
2025-09-29	Switzerland	14
2025-09-29	Taiwan	2
2025-09-29	Thailand	16
2025-09-29	Trinidad & Tobago	4
2025-09-29	Tunisia	2
2025-09-29	Türkiye	11
2025-09-29	United Arab Emirates	34
2025-09-29	United Kingdom	243
2025-09-29	United States	6078
2025-09-29	Uruguay	3
2025-09-29	Venezuela	24
2025-09-29	Vietnam	3
2025-10-06	Algeria	2
2025-10-06	Antigua & Barbuda	1
2025-10-06	Argentina	24
2025-10-06	Armenia	2
2025-10-06	Aruba	2
2025-10-06	Australia	280
2025-10-06	Austria	5
2025-10-06	Bahrain	3
2025-10-06	Bangladesh	1
2025-10-06	Barbados	3
2025-10-06	Belgium	14
2025-10-06	Belize	1
2025-10-06	Bolivia	2
2025-10-06	Brazil	50
2025-10-06	British Virgin Islands	2
2025-10-06	Bulgaria	3
2025-10-06	Canada	916
2025-10-06	Cayman Islands	1
2025-10-06	Chile	19
2025-10-06	China	7
2025-10-06	Colombia	24
2025-10-06	Costa Rica	4
2025-10-06	Croatia	9
2025-10-06	Cyprus	10
2025-10-06	Czechia	6
2025-10-06	Denmark	13
2025-10-06	Dominican Republic	11
2025-10-06	Ecuador	6
2025-10-06	Egypt	5
2025-10-06	El Salvador	2
2025-10-06	Fiji	1
2025-10-06	Finland	4
2025-10-06	France	33
2025-10-06	French Polynesia	1
2025-10-06	Gabon	2
2025-10-06	Germany	83
2025-10-06	Ghana	2
2025-10-06	Greece	13
2025-10-06	Guadeloupe	4
2025-10-06	Guatemala	13
2025-10-06	Honduras	2
2025-10-06	Hong Kong	1
2025-10-06	Hungary	3
2025-10-06	Iceland	1
2025-10-06	India	58
2025-10-06	Indonesia	11
2025-10-06	Iran	3
2025-10-06	Iraq	1
2025-10-06	Ireland	39
2025-10-06	Israel	48
2025-10-06	Italy	12
2025-10-06	Jamaica	1
2025-10-06	Japan	4
2025-10-06	Jordan	4
2025-10-06	Kazakhstan	2
2025-10-06	Kenya	2
2025-10-06	Kuwait	2
2025-10-06	Latvia	2
2025-10-06	Lebanon	5
2025-10-06	Libya	2
2025-10-06	Lithuania	2
2025-10-06	Luxembourg	2
2025-10-06	Macao	1
2025-10-06	Malaysia	23
2025-10-06	Malta	3
2025-10-06	Mauritius	1
2025-10-06	Mexico	116
2025-10-06	Morocco	7
2025-10-06	Netherlands	20
2025-10-06	New Zealand	46
2025-10-06	Nigeria	4
2025-10-06	Norway	6
2025-10-06	Oman	8
2025-10-06	Pakistan	7
2025-10-06	Panama	8
2025-10-06	Paraguay	2
2025-10-06	Peru	10
2025-10-06	Philippines	59
2025-10-06	Poland	11
2025-10-06	Portugal	12
2025-10-06	Puerto Rico	16
2025-10-06	Qatar	8
2025-10-06	Romania	9
2025-10-06	Russia	1
2025-10-06	Saudi Arabia	48
2025-10-06	Singapore	11
2025-10-06	Slovakia	5
2025-10-06	Slovenia	2
2025-10-06	South Africa	36
2025-10-06	South Korea	22
2025-10-06	Spain	30
2025-10-06	Sri Lanka	2
2025-10-06	St. Lucia	1
2025-10-06	Sweden	25
2025-10-06	Switzerland	9
2025-10-06	Taiwan	3
2025-10-06	Tanzania	2
2025-10-06	Thailand	3
2025-10-06	Trinidad & Tobago	3
2025-10-06	Tunisia	2
2025-10-06	Türkiye	10
2025-10-06	United Arab Emirates	43
2025-10-06	United Kingdom	242
2025-10-06	United States	8013
2025-10-06	Uruguay	3
2025-10-06	Venezuela	17
2025-10-06	Vietnam	1
2025-10-13	Algeria	1
2025-10-13	Antigua & Barbuda	1
2025-10-13	Argentina	17
2025-10-13	Armenia	1
2025-10-13	Aruba	2
2025-10-13	Australia	377
2025-10-13	Austria	4
2025-10-13	Bahamas	1
2025-10-13	Bahrain	4
2025-10-13	Belgium	15
2025-10-13	Belize	2
2025-10-13	Bermuda	1
2025-10-13	Bolivia	2
2025-10-13	Brazil	37
2025-10-13	Bulgaria	8
2025-10-13	Canada	1035
2025-10-13	Cayman Islands	1
2025-10-13	Chile	15
2025-10-13	China	5
2025-10-13	Colombia	13
2025-10-13	Costa Rica	9
2025-10-13	Croatia	4
2025-10-13	Cuba	1
2025-10-13	Cyprus	11
2025-10-13	Czechia	5
2025-10-13	Denmark	20
2025-10-13	Dominican Republic	10
2025-10-13	Ecuador	7
2025-10-13	Egypt	8
2025-10-13	El Salvador	2
2025-10-13	Estonia	1
2025-10-13	Fiji	1
2025-10-13	Finland	2
2025-10-13	France	39
2025-10-13	Gabon	1
2025-10-13	Germany	65
2025-10-13	Ghana	1
2025-10-13	Greece	7
2025-10-13	Guadeloupe	1
2025-10-13	Guam	1
2025-10-13	Guatemala	3
2025-10-13	Honduras	2
2025-10-13	Hungary	5
2025-10-13	Iceland	2
2025-10-13	India	50
2025-10-13	Indonesia	30
2025-10-13	Iran	1
2025-10-13	Iraq	1
2025-10-13	Ireland	47
2025-10-13	Israel	37
2025-10-13	Italy	7
2025-10-13	Jamaica	10
2025-10-13	Japan	13
2025-10-13	Jordan	2
2025-10-13	Kazakhstan	3
2025-10-13	Kenya	2
2025-10-13	Kuwait	7
2025-10-13	Laos	1
2025-10-13	Latvia	1
2025-10-13	Lebanon	2
2025-10-13	Libya	2
2025-10-13	Luxembourg	1
2025-10-13	Malawi	1
2025-10-13	Malaysia	17
2025-10-13	Malta	3
2025-10-13	Mauritius	1
2025-10-13	Mexico	114
2025-10-13	Micronesia	1
2025-10-13	Morocco	10
2025-10-13	Mozambique	3
2025-10-13	Netherlands	31
2025-10-13	New Zealand	52
2025-10-13	Nigeria	2
2025-10-13	Norway	10
2025-10-13	Oman	4
2025-10-13	Pakistan	8
2025-10-13	Palestine	1
2025-10-13	Panama	6
2025-10-13	Papua New Guinea	1
2025-10-13	Paraguay	2
2025-10-13	Peru	6
2025-10-13	Philippines	37
2025-10-13	Poland	14
2025-10-13	Portugal	14
2025-10-13	Puerto Rico	25
2025-10-13	Qatar	6
2025-10-13	Romania	14
2025-10-13	Saudi Arabia	32
2025-10-13	Seychelles	1
2025-10-13	Singapore	13
2025-10-13	Slovakia	1
2025-10-13	South Africa	35
2025-10-13	South Korea	3
2025-10-13	Spain	20
2025-10-13	St. Lucia	1
2025-10-13	Sweden	29
